suid,capturetime,headline,all_topics,all_people,flagged_people_ids,flagged_people_keys,score,relevant,autolabeler_id
OYT16H6TTDS5,2017-11-02T19:08:41.565+00:00,*TRUMP SAYS JEROME POWELL TO REPLACE YELLEN AS FED CHAIR,BFWFI;ACEXCLUDE;USECO;HEADS;CEN;CECO;BFWRTAS;FIRSTWORD;US;EXE;BFWRTUS;BFWEQ;RIF;BIZNEWS;USGOV;BUSINESS;TRANEXE;BFWFX;TOPBFW;BFWDC;GOVMISC;BFWRTEU;FXKEY;GOV;BFWEU;BFW;NORTHAM;MSCINAMER;BFWGOV;MSCIWORLD;BFWRATE;BFWUS;ECO;G7ECOS;BFWAS;FED;FINNEWS;KRNEWS;BB;METALKEY;BFWFI;G8;ACEXCLUDE;REGIONFILT;USECO;CMDKEY;PLCYREGION;GEN;CEN;CECO;HEADS;POLIRISK;BFWRTAS;PLCY;FIRSTWORD;WORLD;US;EXE;BFWRTUS;BFWEQ;RIF;FEDSPKHEAD;DEBTKEY;FLASHG7;SPREGIONS;BIZNEWS;USGOV;BUSINESS;NRGKEY;TRANEXE;BFWFX;BGOVCODES;TRNEWS;TOPBFW;AGRKEY;BFWDC;DEVECO;SRCRANK1;GOVMISC;BONDWIRES;INEQUITY;PLCYMAJOR;CMDGLOMAC;ESGRES;MISC;G7MEMB;BFWRTEU;G10MEMB;FIASST;FXKEY;FEDSPEAK;FIALL;INMONEY;GOV;OILKEY;BFWEU;DC;RATESKEY;BFW;NORTHAM;MSCINAMER;BFWGOV;GLOBALMACR;MSCIWORLD;BROKERLITE;BZNEWS;BFWRATE;BFWUS;RUNEWS;ECO;G7ECOS;BFWTOPFEED;BFWAS;FED;EQUITYKEY;CREDITKEY;BGOVBILLGO;FINNEWS;BFWFOCUS;KRNEWS;BB,1252249;15046536;17318383,1252249,trump1,-9999,0,f6e4f3d778c14cc9b14da7410e649529
OYT16J6S972B,2017-11-02T19:08:43.296+00:00,*WHITE HOUSE OFFICIAL: TRUMP DIDNâ€™T TALK RATES W/ FED CANDIDATES,ACEXCLUDE;FIN;USECO;HEADS;CEN;CECO;US;EXE;RIF;BIZNEWS;USGOV;BUSINESS;MARKETS;GOVMISC;COS;CNG;FRX;GOV;BNK;NORTHAM;MSCINAMER;BON;MSCIWORLD;INF;ECO;G7ECOS;FED;FINNEWS;METALKEY;G8;ACEXCLUDE;FIN;REGIONFILT;USECO;CMDKEY;GEN;CEN;CECO;HEADS;POLIRISK;WORLD;US;EXE;MONETARY;RIF;DEBTKEY;FLASHG7;SPREGIONS;BIZNEWS;USGOV;BUSINESS;NRGKEY;BGOVCODES;AGRKEY;DEVECO;MARKETS;SRCRANK1;GOVMISC;BONDWIRES;CMDGLOMAC;MISC;COS;G7MEMB;G10MEMB;FIASST;CONEWS;FXKEY;ECOSTAT;CNG;FIALL;FRX;ECOINDIC;GOV;OILKEY;DC;BNK;RATESKEY;NORTHAM;MSCINAMER;GLOBALMACR;BON;MSCIWORLD;BROKERLITE;BZNEWS;CBRATES;INF;RUNEWS;ECO;G7ECOS;POL;FED;INDUSTRIES;EQUITYKEY;CREDITKEY;BGOVBILLGO;FINNEWS,1252249;15046536;1867829,1252249,trump1,0,1,8bf28565745e4d1cbf7689ac1eb3e469
OYT16J6S972C,2017-11-02T19:08:43.341+00:00,*WHITE HOUSE OFFICIAL SAYS TRUMP RESPECTS FED'S INDEPENDENCE,ACEXCLUDE;FIN;USECO;HEADS;CEN;CECO;US;EXE;RIF;BIZNEWS;USGOV;BUSINESS;MARKETS;GOVMISC;COS;CNG;FRX;GOV;BNK;NORTHAM;MSCINAMER;BON;MSCIWORLD;INF;ECO;G7ECOS;FED;FINNEWS;METALKEY;G8;ACEXCLUDE;FIN;REGIONFILT;USECO;CMDKEY;GEN;CEN;CECO;HEADS;POLIRISK;WORLD;US;EXE;RIF;DEBTKEY;FLASHG7;SPREGIONS;BIZNEWS;USGOV;BUSINESS;NRGKEY;BGOVCODES;AGRKEY;DEVECO;MARKETS;SRCRANK1;GOVMISC;BONDWIRES;CMDGLOMAC;MISC;COS;G7MEMB;G10MEMB;FIASST;CONEWS;FXKEY;ECOSTAT;CNG;FIALL;FRX;ECOINDIC;GOV;OILKEY;DC;BNK;RATESKEY;NORTHAM;MSCINAMER;GLOBALMACR;BON;MSCIWORLD;BROKERLITE;BZNEWS;INF;RUNEWS;ECO;G7ECOS;POL;FED;INDUSTRIES;EQUITYKEY;CREDITKEY;BGOVBILLGO;FINNEWS,1252249;15046536;1867829,1252249,trump1,-1,1,a411a7c8287a40e4b68ef0d41e8b2740
OYT16J6S972D,2017-11-02T19:08:43.341+00:00,*WHITE HOUSE OFFICIALS BRIEF REPORTERS ON TRUMP'S FED SEARCH,ACEXCLUDE;FIN;USECO;HEADS;CEN;CECO;US;EXE;RIF;BIZNEWS;USGOV;BUSINESS;MARKETS;GOVMISC;COS;CNG;FRX;GOV;BNK;NORTHAM;MSCINAMER;BON;MSCIWORLD;INF;ECO;G7ECOS;FED;FINNEWS;METALKEY;G8;ACEXCLUDE;FIN;REGIONFILT;USECO;CMDKEY;GEN;CEN;CECO;HEADS;POLIRISK;WORLD;US;EXE;RIF;DEBTKEY;FLASHG7;SPREGIONS;BIZNEWS;USGOV;BUSINESS;NRGKEY;BGOVCODES;AGRKEY;DEVECO;MARKETS;SRCRANK1;GOVMISC;BONDWIRES;CMDGLOMAC;MISC;COS;G7MEMB;G10MEMB;FIASST;CONEWS;FXKEY;ECOSTAT;CNG;FIALL;FRX;ECOINDIC;GOV;OILKEY;DC;BNK;RATESKEY;NORTHAM;MSCINAMER;GLOBALMACR;BON;MSCIWORLD;BROKERLITE;BZNEWS;INF;RUNEWS;ECO;G7ECOS;POL;FED;INDUSTRIES;EQUITYKEY;CREDITKEY;BGOVBILLGO;FINNEWS,1252249;15046536;1867829,1252249,trump1,-9999,0,1837b251998b4ff08809c10281778b26
OYT16J6S972E,2017-11-02T19:08:43.342+00:00,"*TRUMP HAD NO PROBLEM WITH HOW YELLEN RAN FED, OFFICIAL SAYS",ACEXCLUDE;FIN;USECO;HEADS;CEN;CECO;US;EXE;RIF;BIZNEWS;USGOV;BUSINESS;MARKETS;GOVMISC;COS;CNG;FRX;GOV;BNK;NORTHAM;MSCINAMER;BON;MSCIWORLD;INF;ECO;G7ECOS;FED;FINNEWS;METALKEY;G8;ACEXCLUDE;FIN;REGIONFILT;USECO;CMDKEY;PLCYREGION;GEN;CEN;CECO;HEADS;POLIRISK;PLCY;WORLD;US;EXE;RIF;FEDSPKHEAD;DEBTKEY;FLASHG7;SPREGIONS;BIZNEWS;USGOV;BUSINESS;NRGKEY;BGOVCODES;AGRKEY;DEVECO;MARKETS;SRCRANK1;GOVMISC;BONDWIRES;PLCYMAJOR;CMDGLOMAC;MISC;COS;G7MEMB;G10MEMB;FIASST;CONEWS;FXKEY;ECOSTAT;CNG;FEDSPEAK;FIALL;FRX;ECOINDIC;GOV;OILKEY;DC;BNK;RATESKEY;NORTHAM;MSCINAMER;GLOBALMACR;BON;MSCIWORLD;BROKERLITE;BZNEWS;INF;RUNEWS;ECO;G7ECOS;FED;INDUSTRIES;EQUITYKEY;CREDITKEY;BGOVBILLGO;FINNEWS,1252249;15046536;1867829;1442491,1252249,trump1,-9999,0,6ea4814218914900bb62a3d3754ae4af
OYT16S6JIJUP,2017-11-02T19:08:52.875+00:00,*TRUMP SAYS JEROME POWELL TO REPLACE YELLEN AS FED CHAIR,BFWFI;HOT;ACEXCLUDE;USECO;HEADS;CEN;CECO;BFWRTAS;FIRSTWORD;US;EXE;BFWRTUS;BFWEQ;RIF;BIZNEWS;USGOV;BUSINESS;TRANEXE;BFWFX;BFWDC;MARKETS;GOVMISC;BFWRTEU;FXKEY;GOV;BFWEU;BFW;NORTHAM;MSCINAMER;BFWGOV;GLOBALMACR;MSCIWORLD;BFWRATE;ALLHOT;BFWUS;ECO;G7ECOS;BFWAS;FED;FINNEWS;TOP;METALKEY;CLNEWS;BFWFI;G8;HOT;ACEXCLUDE;REGIONFILT;USECO;CMDKEY;PLCYREGION;GEN;CEN;CECO;HEADS;POLIRISK;BFWRTAS;PLCY;FIRSTWORD;WORLD;US;EXE;BFWRTUS;BFWEQ;MTGEKEY;RIF;FEDSPKHEAD;DEBTKEY;FLASHG7;SPREGIONS;BIZNEWS;USGOV;BUSINESS;NRGKEY;TRANEXE;BFWFX;BGOVCODES;AGRKEY;BFWDC;DEVECO;MARKETS;SRCRANK1;GOVMISC;BONDWIRES;INEQUITY;PLCYMAJOR;CMDGLOMAC;ESGRES;MISC;G7MEMB;BFWRTEU;G10MEMB;FIASST;MAJOR;FXKEY;FEDSPEAK;FIALL;INMONEY;GOV;OILKEY;BFWEU;DC;RATESKEY;BFW;NORTHAM;MSCINAMER;BFWGOV;TIMECO;GLOBALMACR;MSCIWORLD;BROKERLITE;BZNEWS;BFWRATE;TIMENI;ALLHOT;BFWUS;RUNEWS;ECO;G7ECOS;BFWAS;FED;EQUITYKEY;CREDITKEY;BGOVBILLGO;FINNEWS;BFWFOCUS;TOP,1252249;15046536;17318383,1252249,trump1,-9999,0,bb7db4754db546efa1165fcba428b59a
OYT1DL6TTDSE,2017-11-02T19:12:58.126+00:00,"*TRUMP THANKS YELLEN, SAYS HAS DONE TERRIFFIC JOB AT FED",ACEXCLUDE;USECO;HEADS;CEN;CECO;FIRSTWORD;US;EXE;RIF;BIZNEWS;USGOV;BUSINESS;TRANEXE;BFWDC;GOVMISC;GOV;BFW;NORTHAM;MSCINAMER;BFWGOV;MSCIWORLD;ECO;G7ECOS;FED;FINNEWS;METALKEY;G8;ACEXCLUDE;REGIONFILT;USECO;CMDKEY;PLCYREGION;GEN;CEN;CECO;HEADS;POLIRISK;PLCY;FIRSTWORD;WORLD;US;EXE;RIF;FEDSPKHEAD;DEBTKEY;FLASHG7;SPREGIONS;BIZNEWS;USGOV;BUSINESS;NRGKEY;TRANEXE;BGOVCODES;AGRKEY;BFWDC;DEVECO;SRCRANK1;GOVMISC;BONDWIRES;PLCYMAJOR;CMDGLOMAC;MISC;G7MEMB;G10MEMB;FIASST;FXKEY;FEDSPEAK;FIALL;GOV;OILKEY;DC;RATESKEY;BFW;NORTHAM;MSCINAMER;BFWGOV;GLOBALMACR;MSCIWORLD;BROKERLITE;BZNEWS;RUNEWS;ECO;G7ECOS;FED;EQUITYKEY;CREDITKEY;BGOVBILLGO;FINNEWS,1252249;15046536;17318383,1252249,trump1,-9999,0,a88271d0d99c42a6989030fed5417952
OYT3AK6TTDS1,2017-11-02T19:54:20.774+00:00,*GOP SEN. SCOTT SAYS HAS QUESTIONS FOR TRUMP FED PICK POWELL,ACEXCLUDE;FIN;USECO;HEADS;CEN;CECO;US;EXE;RIF;BIZNEWS;USGOV;BUSINESS;USSENATE;GOVMISC;COS;CNG;GOV;NORTHAM;MSCINAMER;MSCIWORLD;ECO;G7ECOS;FED;WNEWS;FINNEWS;METALKEY;G8;ACEXCLUDE;FIN;REGIONFILT;USECO;CMDKEY;PLCYREGION;GEN;CEN;CECO;HEADS;POLIRISK;PLCY;WORLD;US;EXE;RIF;FEDSPKHEAD;DEBTKEY;FLASHG7;SPREGIONS;BIZNEWS;USGOV;BUSINESS;NRGKEY;BGOVCODES;USSENATE;AGRKEY;DEVECO;SRCRANK1;GOVMISC;BONDWIRES;PLCYMAJOR;CMDGLOMAC;MISC;COS;G7MEMB;G10MEMB;FIASST;CONEWS;FXKEY;CNG;FEDSPEAK;FIALL;GOV;REPPARTY;OILKEY;DC;RATESKEY;NORTHAM;MSCINAMER;GLOBALMACR;MSCIWORLD;BROKERLITE;BZNEWS;RUNEWS;ECO;G7ECOS;POL;FED;ELECT;INDUSTRIES;WNEWS;EQUITYKEY;CREDITKEY;BGOVBILLGO;FINNEWS,15046536;16703121;1708206;1252249,1252249,trump1,-9999,0,9a0df921831347a29422b41e90ea72b9
OYT3BE6TTDS0,2017-11-02T19:54:50.508+00:00,*SEN. SCOTT SAYS WANTED TRUMP TO PICK TAYLOR FOR FED CHAIR,ACEXCLUDE;FIN;USECO;HEADS;CEN;CECO;US;EXE;RIF;BIZNEWS;USGOV;BUSINESS;USSENATE;GOVMISC;COS;CNG;GOV;NORTHAM;MSCINAMER;MSCIWORLD;ECO;G7ECOS;FED;WNEWS;FINNEWS;METALKEY;G8;ACEXCLUDE;FIN;REGIONFILT;USECO;CMDKEY;GEN;CEN;CECO;HEADS;POLIRISK;WORLD;US;EXE;RIF;DEBTKEY;FLASHG7;SPREGIONS;BIZNEWS;USGOV;BUSINESS;NRGKEY;BGOVCODES;USSENATE;AGRKEY;DEVECO;SRCRANK1;GOVMISC;BONDWIRES;CMDGLOMAC;MISC;COS;G7MEMB;G10MEMB;FIASST;CONEWS;FXKEY;CNG;FIALL;GOV;OILKEY;DC;RATESKEY;NORTHAM;MSCINAMER;GLOBALMACR;MSCIWORLD;BROKERLITE;BZNEWS;RUNEWS;ECO;G7ECOS;FED;INDUSTRIES;WNEWS;EQUITYKEY;CREDITKEY;BGOVBILLGO;FINNEWS,15046536;16703121;1708206;1252249,1252249,trump1,-9999,0,8b6d00d3e52e46da8173045da1228543
OZIX9W6K50XS,2017-11-16T18:41:56.786+00:00,*HASSETT SAYS HE RESPECTS FED'S INDEPENDENCE ON RATE POLICY,ACEXCLUDE;FIN;USECO;HEADS;CEN;CECO;US;EXE;RIF;BIZNEWS;USGOV;BUSINESS;MARKETS;GOVMISC;COS;CNG;FRX;GOV;BNK;NORTHAM;MSCINAMER;BON;MSCIWORLD;INF;ECO;G7ECOS;POL;FED;TAX;FINNEWS;METALKEY;G8;ACEXCLUDE;FIN;REGIONFILT;USECO;CMDKEY;GEN;CEN;CECO;HEADS;POLIRISK;WORLD;US;EXE;MONETARY;RIF;DEBTKEY;FLASHG7;SPREGIONS;BIZNEWS;USGOV;BUSINESS;NRGKEY;BGOVCODES;AGRKEY;DEVECO;MARKETS;SRCRANK1;GOVMISC;BONDWIRES;CMDGLOMAC;MISC;COS;G7MEMB;G10MEMB;FIASST;CONEWS;FXKEY;ECOSTAT;CNG;FIALL;FRX;ECOINDIC;GOV;OILKEY;DC;BNK;RATESKEY;NORTHAM;MSCINAMER;BON;GLOBALMACR;MSCIWORLD;BROKERLITE;BZNEWS;CBRATES;INF;RUNEWS;ECO;G7ECOS;POL;FED;TAX;INDUSTRIES;EQUITYKEY;CREDITKEY;BGOVBILLGO;FINNEWS,1867829;2387525,2387525,hassett1,-1,1,bb29293781f840be8e101581bc38192d
OZQCIV6TTDS3,2017-11-20T19:00:00.069+00:00,*YELLEN WRITES LETTER TO TRUMP ON PLANNED RESIGNATION FROM FED,GBN;ACEXCLUDE;FIN;USECO;HEADS;CEN;CECO;US;RIF;BIZNEWS;USGOV;BUSINESS;MARKETS;GOVMISC;COS;FRX;GOV;BNK;NORTHAM;MSCINAMER;BON;MSCIWORLD;ECO;G7ECOS;FED;FINNEWS;METALKEY;GBN;G8;ACEXCLUDE;FIN;REGIONFILT;USECO;CMDKEY;PLCYREGION;CEN;CECO;HEADS;POLIRISK;PLCY;WORLD;US;RIF;DEBTKEY;FLASHG7;SPREGIONS;BIZNEWS;USGOV;BUSINESS;NRGKEY;BGOVCODES;AGRKEY;DEVECO;MARKETS;SRCRANK1;GOVMISC;BONDWIRES;PLCYMAJOR;CMDGLOMAC;MISC;COS;G7MEMB;G10MEMB;FIASST;CONEWS;FXKEY;FEDSPEAK;FIALL;FRX;GOV;OILKEY;DC;BNK;RATESKEY;NORTHAM;MSCINAMER;GLOBALMACR;BON;MSCIWORLD;BROKERLITE;BZNEWS;RUNEWS;ECO;G7ECOS;FED;INDUSTRIES;EQUITYKEY;CREDITKEY;BGOVBILLGO;FINNEWS,1442491;18866274;1252249,1252249,trump1,-9999,0,956fbe6f8a80475fba80bc77d3c829c1
P03ON0SYF01S,2017-11-27T23:45:00.228+00:00,*KASHKARI: FED IN GOOD SHAPE WITH TRUMP'S CREDIBLE NOMINATIONS,ACEXCLUDE;FIN;USECO;HEADS;CEN;CECO;US;MONETARY;RIF;BIZNEWS;USGOV;BUSINESS;MARKETS;GOVMISC;COS;GOV;BNK;NORTHAM;MSCINAMER;BON;MSCIWORLD;INF;ECO;G7ECOS;FED;FINNEWS;METALKEY;G8;ACEXCLUDE;FIN;REGIONFILT;USECO;CMDKEY;PLCYREGION;CEN;CECO;HEADS;POLIRISK;PLCY;WORLD;US;MONETARY;RIF;DEBTKEY;FLASHG7;SPREGIONS;BIZNEWS;USGOV;BUSINESS;NRGKEY;BGOVCODES;AGRKEY;DEVECO;MARKETS;SRCRANK1;GOVMISC;BONDWIRES;PLCYMAJOR;CMDGLOMAC;MISC;COS;G7MEMB;G10MEMB;FIASST;CONEWS;FXKEY;ECOSTAT;FEDSPEAK;FIALL;ECOINDIC;GOV;OILKEY;DC;BNK;RATESKEY;NORTHAM;MSCINAMER;GLOBALMACR;BON;MSCIWORLD;BROKERLITE;BZNEWS;INF;RUNEWS;ECO;G7ECOS;FED;INDUSTRIES;EQUITYKEY;CREDITKEY;BGOVBILLGO;FINNEWS,1252249;1442491;15046536;15340612;16219504;3617817,1252249,trump1,-9999,0,2e4d4f007f7b449e9fa9804c89438b98
P07D1G6K50XW,2017-11-29T23:24:52.565+00:00,*TRUMP SENDS NOMINATION OF GOODFRIEND FOR FED TO SENATE,ACEXCLUDE;USECO;HEADS;CEN;CECO;US;RIF;BIZNEWS;USGOV;BUSINESS;GOVMISC;GOV;NORTHAM;MSCINAMER;MSCIWORLD;ECO;G7ECOS;FED;FINNEWS;METALKEY;G8;ACEXCLUDE;REGIONFILT;USECO;CMDKEY;GEN;CEN;CECO;HEADS;POLIRISK;WORLD;US;RIF;DEBTKEY;FLASHG7;SPREGIONS;BIZNEWS;USGOV;BUSINESS;NRGKEY;BGOVCODES;AGRKEY;DEVECO;SRCRANK1;GOVMISC;BONDWIRES;CMDGLOMAC;MISC;G7MEMB;G10MEMB;FIASST;CONEWS;FXKEY;FIALL;GOV;OILKEY;DC;RATESKEY;NORTHAM;MSCINAMER;GLOBALMACR;MSCIWORLD;BROKERLITE;BZNEWS;RUNEWS;ECO;G7ECOS;POL;FED;EQUITYKEY;CREDITKEY;BGOVBILLGO;FINNEWS,1522562;17299890;1252249,1252249,trump1,-9999,0,32be22075c414ca8a2978dae8ce919c4
P0NCOW6JIJVK,2017-12-08T14:38:56.396+00:00,*WHITE HOUSE'S COHN: WE'RE IN BENIGN PERIOD HERE WITH THE FED,ACEXCLUDE;FIN;USECO;HEADS;CEN;CECO;US;EXE;RIF;BIZNEWS;USGOV;BUSINESS;MARKETS;GOVMISC;COS;FRX;GOV;BNK;NORTHAM;MSCINAMER;MSCIWORLD;ECO;G7ECOS;FED;FINNEWS;METALKEY;G8;ACEXCLUDE;FIN;REGIONFILT;USECO;CMDKEY;GEN;CEN;CECO;HEADS;POLIRISK;WORLD;US;EXE;RIF;DEBTKEY;FLASHG7;SPREGIONS;BIZNEWS;USGOV;BUSINESS;NRGKEY;BGOVCODES;AGRKEY;DEVECO;MARKETS;SRCRANK1;GOVMISC;BONDWIRES;CMDGLOMAC;MISC;COS;G7MEMB;G10MEMB;FIASST;CONEWS;FXKEY;FIALL;FRX;GOV;OILKEY;DC;BNK;RATESKEY;NORTHAM;MSCINAMER;GLOBALMACR;MSCIWORLD;BROKERLITE;BZNEWS;RUNEWS;ECO;G7ECOS;POL;FED;INDUSTRIES;EQUITYKEY;CREDITKEY;BGOVBILLGO;FINNEWS,1867829;4736079,4736079,cohn,-9999,0,66e7b5f434b044e1b2cd23db19e08b2a
P237KWSYF01T,2018-01-05T14:43:44.490+00:00,*COHN: FED VICE CHAIR COULD `POSSIBLY' BE ANNOUNCED THIS MONTH,TAX;CNG;CECO;FIN;FINNEWS;BUD;NORTHAM;GOV;US;BIZNEWS;GOVMISC;G7ECOS;EXE;BUSINESS;POL;HEADS;CEN;RIF;BNK;LABOR;COS;ECO;BPOLITICS;FED;MSCIWORLD;MSCINAMER;ACEXCLUDE;USECO;UNEMPLOY;USGOV;TRD;RATESKEY;TAX;CNG;CECO;FIN;FLASHG7;CONEWS;OILKEY;FINNEWS;BUD;NORTHAM;GLOBALMACR;G10MEMB;SPREGIONS;EQUITYKEY;WORLD;GOV;ESGSOC;US;BIZNEWS;DEBTKEY;METALKEY;BGOVCODES;GOVMISC;RUNEWS;ESGCOUNT;INDUSTRIES;G7ECOS;BUSINESS;EXE;REGIONFILT;NRGKEY;FIASST;POL;HEADS;G7MEMB;CMDGLOMAC;BROKERLITE;ECOSTAT;DEVECO;CEN;FXKEY;RIF;MISC;SRCRANK1;GEN;BGOVBILLGO;BNK;BZNEWS;LABOR;CREDITKEY;COS;CMDKEY;ECO;FIALL;POLIRISK;DC;BPOLITICS;FED;MSCIWORLD;MSCINAMER;ACEXCLUDE;ESGRES;ECOINDIC;ESG;USECO;G8;ESGLABOR;UNEMPLOY;USGOV;AGRKEY;BONDWIRES;TRD,15340612;4736079,4736079,cohn,-9999,0,32b076a049e94b74aa7d140ac10988c9
P29CKS6K50XT,2018-01-08T22:17:16.620+00:00,*TRUMP OFFICIALLY RENOMINATES POWELL TO FED CHAIR,CECO;CNGNOMS;FINNEWS;FIRSTWORD;NORTHAM;GOV;US;BIZNEWS;GOVMISC;G7ECOS;BUSINESS;HEADS;CEN;RIF;ECO;BFWGOV;FED;MSCIWORLD;MSCINAMER;ACEXCLUDE;USECO;BFW;BFWDC;USGOV;RATESKEY;CNG;CECO;PLCY;FLASHG7;OILKEY;CNGNOMS;FINNEWS;FIRSTWORD;NORTHAM;GLOBALMACR;G10MEMB;SPREGIONS;EQUITYKEY;WORLD;GOV;US;BIZNEWS;DEBTKEY;METALKEY;BGOVCODES;GOVMISC;RUNEWS;PLCYREGION;G7ECOS;BUSINESS;REGIONFILT;NRGKEY;FIASST;HEADS;G7MEMB;CMDGLOMAC;FEDSPEAK;BROKERLITE;DEVECO;CEN;FXKEY;RIF;MISC;SRCRANK1;GEN;BGOVBILLGO;BZNEWS;FEDSPKHEAD;CREDITKEY;CMDKEY;ECO;FIALL;BFWGOV;POLIRISK;DC;FED;PLCYMAJOR;MSCIWORLD;MSCINAMER;ACEXCLUDE;USECO;BFW;G8;BFWDC;USGOV;AGRKEY;BONDWIRES,15046536;17946588;1252249,1252249,trump1,-9999,0,56c94e2813e34e91b1c8549230ae9675
P2EX5G6JIJUO,2018-01-12T09:00:00.747+00:00,*FED'S POWELL URGED TO KEEP TRUMP FROM MEDDLING ON DEUTSCHE BANK,CNG;CECO;FIN;FINREG;FINNEWS;REL;NORTHAM;GOV;US;BIZNEWS;EUROPE;GOVMISC;G7ECOS;BUSINESS;TARP;FINMIN;HEADS;MOR;MSCIDVEUR;CEN;RIF;FDIC;EMC;BNK;TRE;GER;COS;ECO;MKTREG;FED;MSCIWORLD;SCR;MSCINAMER;ACEXCLUDE;SUBPRIME;BON;USECO;MARKETS;MKTMISC;USGOV;RATESKEY;CNG;CECO;FIN;PLCY;MTGEKEY;FINREG;FLASHG7;CONEWS;OILKEY;FINNEWS;REL;NORTHAM;GLOBALMACR;G10MEMB;SPREGIONS;EMEAREGION;EQUITYKEY;WORLD;GOV;US;BIZNEWS;EUROPE;DEBTKEY;METALKEY;BGOVCODES;GOVMISC;RUNEWS;PLCYREGION;CEU;INDUSTRIES;G7ECOS;BUSINESS;TARP;REGIONFILT;NRGKEY;FINMIN;FIASST;HEADS;MOR;G7MEMB;CMDGLOMAC;FEDSPEAK;BROKERLITE;RULES;DEVECO;MSCIDVEUR;CEN;FXKEY;RIF;MISC;SRCRANK1;GEN;BGOVBILLGO;EMC;FDIC;BNK;TRE;GER;BZNEWS;CREDITKEY;COS;CMDKEY;ECO;FIALL;CPNYCNT1;MKTREG;POLIRISK;DC;FED;PLCYMAJOR;CRUNCH;MSCIWORLD;SCR;MSCINAMER;ACEXCLUDE;SUBPRIME;BON;USECO;G8;INSTFIN;MARKETS;MKTMISC;WEU;USGOV;AGRKEY;BONDWIRES,15082782;1252249,1252249,trump1,-9999,0,1420fd08c8a040ff87145eda9822a5e0
P325OX6TTDS0,2018-01-24T11:38:57.386+00:00,*ROGOFF: THERE 'COULD BE LOT OF TENSION' BETWEEN TRUMP AND FED,CECO;FINNEWS;NORTHAM;GOV;US;BIZNEWS;GOVMISC;G7ECOS;BUSINESS;HEADS;DAVOS;CEN;RIF;ECO;FED;MSCIWORLD;MSCINAMER;ACEXCLUDE;USECO;USGOV;RATESKEY;CECO;FLASHG7;CONEWS;OILKEY;FINNEWS;NORTHAM;GLOBALMACR;G10MEMB;SPREGIONS;EQUITYKEY;WORLD;GOV;US;BIZNEWS;DEBTKEY;METALKEY;BGOVCODES;GOVMISC;RUNEWS;G7ECOS;BUSINESS;REGIONFILT;NRGKEY;FIASST;HEADS;DAVOS;G7MEMB;CMDGLOMAC;BROKERLITE;DEVECO;CEN;FXKEY;RIF;MISC;SRCRANK1;BGOVBILLGO;BZNEWS;CREDITKEY;CMDKEY;ECO;FIALL;POLIRISK;DC;FED;MSCIWORLD;MSCINAMER;ACEXCLUDE;USECO;G8;USGOV;AGRKEY;BONDWIRES,2038091;4132764;1252249,1252249,trump1,-9999,0,3c26ecd4c7e5419ca7832b81eb7d9e75
P3DE0BSYF01S,2018-01-30T13:12:11.184+00:00,*COHN SAYS FED VICE CHAIR SEARCH SHOULD END RELATIVELY SHORTLY,CECO;FINNEWS;NORTHAM;GOV;US;BIZNEWS;GOVMISC;G7ECOS;EXE;BUSINESS;HEADS;RULES;CEN;RIF;ECO;FED;MSCIWORLD;MSCINAMER;ACEXCLUDE;USECO;USGOV;RATESKEY;CECO;FLASHG7;CONEWS;OILKEY;FINNEWS;NORTHAM;GLOBALMACR;G10MEMB;SPREGIONS;EQUITYKEY;WORLD;GOV;US;BIZNEWS;DEBTKEY;METALKEY;BGOVCODES;GOVMISC;RUNEWS;G7ECOS;BUSINESS;EXE;REGIONFILT;NRGKEY;FIASST;HEADS;G7MEMB;CMDGLOMAC;BROKERLITE;RULES;DEVECO;CEN;FXKEY;RIF;MISC;SRCRANK1;GEN;BGOVBILLGO;BZNEWS;CREDITKEY;CMDKEY;ECO;FIALL;POLIRISK;DC;FED;MSCIWORLD;MSCINAMER;ACEXCLUDE;USECO;G8;USGOV;AGRKEY;BONDWIRES,15038944;15046536;4736079,4736079,cohn,-9999,0,f319cf3af4d3445b8f797c68c68c8659
P3DE0SSYF01U,2018-01-30T13:12:28.239+00:00,*COHN SAYS YELLEN DID SPECTACULAR JOB AT FED,CECO;FINNEWS;NORTHAM;GOV;US;BIZNEWS;GOVMISC;G7ECOS;EXE;BUSINESS;HEADS;RULES;CEN;RIF;ECO;FED;MSCIWORLD;MSCINAMER;ACEXCLUDE;USECO;USGOV;RATESKEY;CECO;PLCY;FLASHG7;CONEWS;OILKEY;FINNEWS;NORTHAM;GLOBALMACR;G10MEMB;SPREGIONS;EQUITYKEY;WORLD;GOV;US;BIZNEWS;DEBTKEY;METALKEY;BGOVCODES;GOVMISC;RUNEWS;PLCYREGION;G7ECOS;BUSINESS;EXE;REGIONFILT;NRGKEY;FIASST;HEADS;G7MEMB;CMDGLOMAC;FEDSPEAK;BROKERLITE;RULES;DEVECO;CEN;FXKEY;RIF;MISC;SRCRANK1;GEN;BGOVBILLGO;BZNEWS;FEDSPKHEAD;CREDITKEY;CMDKEY;ECO;FIALL;POLIRISK;DC;FED;PLCYMAJOR;MSCIWORLD;MSCINAMER;ACEXCLUDE;USECO;G8;USGOV;AGRKEY;BONDWIRES,15038944;15046536;4736079,4736079,cohn,-9999,0,32d0c4a740254485b82a05baeb9ec010
