Unnamed: 0.1,Unnamed: 0,index,suid,headline,timestamp_clean,relevant,sentiment_international,sentiment_economy,sentiment_financial_markets,sentiment_consumer,sentiment_housing,sentiment_labor,sentiment_inflation,hawk_dove,relevant_confidence,topic_international_confidence,topic_economy_confidence,topic_financial_markets_confidence,topic_consumer_confidence,topic_housing_confidence,topic_labor_confidence,topic_inflation_confidence,hawk_dove_confidence,_reviewed
1094,1094,,MJZ3FM1A1I4I,*BERNANKE SAYS UNDERWATER MORTGAGES NUMBER DECLINING,2013-03-20 18:59:46.626000+00:00,1,,,,,1,,,0,95,100,100,100,100,85,100,100,65,1
1096,1096,379,MK9WC01A1I4J,"*CITIGROUP LACKED ADEQUATE CONTROLS TO OVERSEE UNITS, FED SAYS",2013-03-26 15:00:00.310000+00:00,0,,,,,,,,,90,100,100,100,100,100,100,100,100,1
1097,1097,1366,MKBX1S1A1I4I,*ROSENGREN: FED SHOULD DRAW DOWN  PURCHASES AS ECONOMY IMPROVES,2013-03-27 17:10:40.151000+00:00,1,,2,,,,,,1,,,,,,,,,,1
1099,1099,630,MKOX0W1A1I4I,*BULLARD SAYS UNEMPLOYMENT MAY FALL TO 7% OR LOWER BY 2013 END,2013-04-03 17:38:56.550000+00:00,1,,1,,,,1,,1,90,100,85,100,100,100,95,100,80,1
1100,1100,1312,MKP56W0WGOL8,"*BULLARD ENCOURAGED BY RECENT DATA, SAYS `NEWS HAS BEEN GOOD'",2013-04-03 20:42:33.098000+00:00,1,,2,,,,,,1,,,,,,,,,,1
1101,1101,195,MKOVMN1A1I4P,*BULLARD SAYS FOMC HAS COME AROUND TO NEED FOR QE FLEXIBILITY,2013-04-03 17:08:47.837000+00:00,1,,0,1,,,,0,0,95,100,75,80,100,100,100,70,85,1
1102,1102,198,MKQSBN0PLGQ1,*FED SAYS DEMAND FOR MORTGAGE-BOND FINANCE UP AS FUNDS RISK MORE,2013-04-04 18:00:00.006000+00:00,1,,,-1,,2,,,0,85,100,75,80,100,90,100,100,70,1
1104,1104,403,MKYNKC1A1I4I,*BERNANKE SAYS ASSET SALES `ARE LATE' IN TIGHTENING PROCESS,2013-04-08 23:50:36.574000+00:00,1,,,,,,,,0,90,100,80,85,90,90,90,90,80,1
1105,1105,80,ML28CP1A1I4I,*FISHER SAYS `WE DON'T REACT TO MONTH-BY-MONTH NUMBERS',2013-04-10 22:12:25.359000+00:00,1,,0,0,,,0,,0,80,100,75,70,100,100,80,100,70,1
1106,1106,,ML299Y1A1I4H,*FISHER SAYS WANTS TO END QE BY YEAR-END,2013-04-10 22:32:22.041000+00:00,1,,,,,,,,2,95,100,100,100,100,100,100,100,85,1
1107,1107,137,ML2AXR0PLGK8,*PLOSSER SAYS `INFLATION EXPECTATIONS WILL BE RELATIVELY STABLE',2013-04-11 10:00:00.007000+00:00,1,,,,,,,1,0,95,100,100,100,100,100,100,90,85,1
1109,1109,406,ML7FXE0D9L36,*KOCHERLAKOTA SAYS SEES CHALLENGE IN FULFILLING BOTH MANDATES,2013-04-13 17:44:02.238000+00:00,1,,-1,,,,-1,-1,0,90,100,80,100,100,100,85,85,85,1
1110,1110,664,ML7D1C0D9L36,*EVANS SAYS HE WORRIED U.S. COULD BECOME `MORE LIKE JAPAN',2013-04-13 16:41:36.214000+00:00,1,-1,-1,,,,,2,0,90,90,85,100,100,100,100,80,85,1
1111,1111,11,ML7G7V0D9L36,*EVANS SAYS ASSET PURCHASES `MAY ENTAIL RISKS',2013-04-13 17:50:19.785000+00:00,1,,-1,-1,,,,,0,90,100,70,75,100,100,100,100,80,1
1112,1112,620,MLCLQV1KCC68,"*U.S. MARCH INDUSTRIAL PRODUCTION RISES 0.4%, FED SAYS",2013-04-16 13:15:00+00:00,0,,1,,,,,,,90,100,85,100,90,100,100,100,75,1
1113,1113,1682,MLCO971A1I4J,*EVANS SAYS HE'D `LOVE TO SEE BANKS' INCREASE LENDING,2013-04-16 13:31:55.976000+00:00,1,,,-2,,,,,-1,,,,,,,,,,1
1114,1114,110,MLDBJX1A1I4I,*KOCHERLAKOTA SAYS FED MEASURES `NOT AS EFFECTIVE' AS DESIRED,2013-04-16 21:55:09.115000+00:00,1,,-1,-1,,,,,0,95,100,80,85,100,100,100,100,90,1
1115,1115,,MLDBCL1A1I4T,*KOCHERLAKOTA SAYS FED WANTS INVESTORS TO TAKE ON MORE RISK,2013-04-16 21:50:45.679000+00:00,1,,1,2,,,,-1,-1,90,100,60,80,100,100,100,55,70,1
1118,1118,115,MM4TF61A1I4I,*HARRIS SAYS FED STATEMENT REINFORCES IDEA OF 'NO EXIT NOW',2013-05-01 18:16:18.299000+00:00,1,,,,,,,,-1,95,100,70,80,70,100,100,100,90,1
1119,1119,,MN3GZK1A1I4I,*FED'S FISHER SAYS JAPAN STILL HAS `INEFFICIENT ECONOMY',2013-05-20 11:23:44.125000+00:00,0,-1,,,,,,,,90,80,100,100,100,100,100,100,75,1
1120,1120,155,MM8GPS1A1I4I,"*U.S. FARM PROFIT SEEN DROPPING IN 2014, KANSAS CITY FED SAYS",2013-05-03 17:32:16.434000+00:00,1,,-1,,-1,,,,-1,85,100,72,80,65,100,100,100,70,1
1121,1121,,MM8H8C1A1I4S,*TARULLO SAYS VOLCKER RULE EMBODIES JOINT RULE-MAKING COMPLEXITY,2013-05-03 17:43:24.499000+00:00,0,,,,,,,,,95,100,100,100,100,100,100,100,100,1
1122,1122,127,MMHKQV1A1I4I,*FISHER SAYS THERE NEED TO BE LIMITS ON SIZE OF TOTAL FED ASSETS,2013-05-08 15:37:43.055000+00:00,1,,,1,,,,,0,90,100,100,85,100,100,100,100,90,1
1123,1123,425,MMJ4MD1A1I4I,*FED'S PLOSSER SAYS LABOR MARKET `IN TRANSITION',2013-05-09 11:44:37.996000+00:00,1,,0,,,,0,,0,90,100,54,100,100,100,85,100,70,1
1124,1124,78,MMJNZ31A1I4P,"*PLOSSER SAYS TOOLS FOR STIMULUS ARE QE, COMMUNICATIONS",2013-05-09 18:42:39.963000+00:00,1,,1,1,,,,,-1,90,100,75,80,100,100,100,100,70,1
1125,1125,,MN5TPD1A1I4I,*DUDLEY SAYS BOJ ACTIONS MAKE `COMPLETE SENSE',2013-05-21 17:53:37.445000+00:00,0,0,,,,,,,,65,80,100,100,100,100,100,100,100,1
1126,1126,144,MML66D1A1I4I,"*BERNANKE SEES NEED FOR BIG FIRMS TO HAVE MORE, BETTER CAPTIAL",2013-05-10 14:13:25.517000+00:00,0,,,,,,,,,90,100,100,75,100,100,100,100,100,1
1127,1127,50,MMSM4K0PLGKE,*FED SAYS HOUSEHOLD DEBT DECLINES IN FIRST QUARTER TO 2006 LEVEL,2013-05-14 15:00:00.009000+00:00,1,,-1,,-1,,,,-1,90,100,85,100,90,100,100,100,80,1
1128,1128,10,MMV7AG1A1I4I,*LACKER SAYS FED DOESN'T SEEK TO MANIPULATE VALUE OF DOLLAR,2013-05-16 00:13:28.350000+00:00,0,,,,,,,,,80,75,90,65,90,90,90,90,70,1
1129,1129,1089,MMVO701A1I4J,*FED'S PLOSSER SAYS HOLDING MBS NOT GOOD FOR CENTRAL BANK,2013-05-16 06:18:36.687000+00:00,0,,,-1,,-1,,,,85,100,100,70,100,70,100,100,80,1
1131,1131,1489,MMV9QM1A1I4M,*LACKER SAYS RECENT DISINFLATION IS PROBABLY `TRANSITORY',2013-05-16 01:06:22.625000+00:00,1,,,,,,,1,0,,,,,,,,,,1
1132,1132,13,MMUZXS0PLGM9,*ROSENGREN SAYS FISCAL DRAG LEADING TO `TEPID' OVERALL GROWTH,2013-05-16 11:45:00.007000+00:00,1,,-1,,,,,,-1,90,100,85,100,100,100,100,100,85,1
1136,1136,797,MN5Q3D1A1I4I,*BULLARD SAYS EUROPE RECESSION HAS HAD RIPPLE EFFECTS IN ASIA,2013-05-21 16:35:37.198000+00:00,1,-1,-1,,,,,,-1,95,92,90,100,100,100,100,100,85,1
1137,1137,178,MN5PJS1A1I4K,*FED'S BULLARD SAYS ECB COULD CONSIDER FORWARD GUIDANCE OR QE,2013-05-21 16:23:52.926000+00:00,0,2,,1,,,,,,80,60,70,80,70,70,70,70,70,1
1138,1138,,MN5RVK1A1I4S,*BULLARD SAYS A LOT OF HEADWINDS ARE DISSIPATING,2013-05-21 17:14:08.857000+00:00,1,,1,,,,,,0,90,100,80,100,100,100,100,100,70,1
1140,1140,770,MN7FF81A1I4J,*BERNANKE SAYS EMPLOYERS RELUCTANT TO LOOK AT LONG-TERM JOBLESS,2013-05-22 14:40:20.692000+00:00,1,,-1,,,,-2,,0,95,100,88,100,100,100,92,100,85,1
1141,1141,987,MN6BKO0PLGXC,*DUDLEY SAYS HE IS `VERY MUCH IN SYNC' WITH BERNANKE ON POLICY,2013-05-22 10:00:00.013000+00:00,0,,,,,,,,,95,100,100,100,100,100,100,100,100,1
1142,1142,6042,MN7PE81A1I4I,*FISHER SAYS ANSWER ON WHEN TO DIAL BACK QE DEPENDS ON ECONOMY,2013-05-22 18:15:44.483000+00:00,0,,,,,,,,,,,,,,,,,,1
1143,1143,198,MN7IX11A1I4J,*BRADY SAYS SUPPORT FOR BERNANKE VARIES AMONG HOUSE REPUBLICANS,2013-05-22 15:55:49.461000+00:00,0,,,,,,,,,90,100,100,100,100,100,100,100,100,1
1144,1144,12,MN8Z1Q1A1I4I,*FED'S BULLARD SAYS QE IN EUROPE PRESENTS PROBLEMS,2013-05-23 10:41:50.451000+00:00,1,-1,,0,,,,0,-1,90,80,85,70,85,85,85,75,75,1
1146,1146,467,MNKHSH0WGOI6,*ROSENGREN SAYS BENEFITS OF EASING SIGNIFICANTLY OUTWEIGH COSTS,2013-05-29 17:25:00.004000+00:00,1,,1,1,,,,,-2,95,100,80,80,100,100,100,100,90,1
1148,1148,707,MNTSPU1A1I4I,*LOCKHART SAYS SIGNS OF U.S. DEFLATION COULD SPARK MORE BUYING,2013-06-03 16:34:42.957000+00:00,1,,-1,1,-1,,,2,-1,95,100,85,80,70,100,100,90,85,1
1149,1149,935,MNTWJK0WGOJ2,*LOCKHART SAYS REDUCING QE WOULDN'T BE AN EXIT FROM BOND BUYING,2013-06-03 18:00:00.004000+00:00,1,,,1,,,,,0,95,100,90,85,100,100,100,100,85,1
1150,1150,,MNXL9D0U4EGY,*FED SAYS DALLAS DISTRICT REPORTED `STRONG ECONOMIC GROWTH',2013-06-05 18:00:00.016000+00:00,1,,2,,,,,,1,95,100,90,90,90,90,90,90,75,1
1151,1151,1806,MNXJI01A1I4I,*FISHER REITERATES HE WOULD PREFER FED TAPERING TO HAVE STARTED,2013-06-05 17:06:00.131000+00:00,1,,,,,,,,2,,,,,,,,,,1
1152,1152,,MP3QJR0WGOKO,*STEIN SAYS ASSET PRICES AN IMPRECISE GAUGE OF FUTURE FED POLICY,2013-06-28 12:00:00.028000+00:00,0,,0,0,,,,,,85,100,75,90,100,100,100,100,80,1
1153,1153,,MNTTRQ1A1I4I,*ATLANTA FED PRESIDENT LOCKHART ENDS INTERVIEW ON BNN TELEVISION,2013-06-03 16:57:26.166000+00:00,0,,,,,,,,,100,100,100,100,100,100,100,100,100,1
1154,1154,,MP24TE1A1I4I,*SEC NOMINEE STEIN BEGINS TESTIMONY AT BANKING COMMITTEE,2013-06-27 15:10:26.477000+00:00,0,,,,,,,,,95,100,100,100,100,100,100,100,100,1
1155,1155,563,MONLAH1A1I4I,*BERNANKE SAYS THERE IS NO POLICY CHANGE,2013-06-19 18:42:17.261000+00:00,1,,0,1,,,,,0,90,100,100,75,100,100,100,100,90,1
1156,1156,629,MONM9Z1A1I4I,*BERNANKE SAYS LARGEST BANKS AT OR NEAR BASEL III-COMPLIANT,2013-06-19 19:03:35.649000+00:00,0,,,,,,,,,90,100,100,100,100,100,100,100,100,1
1157,1157,782,MONMVN1A1I4I,*BERNANKE SAYS INFLATION TOO LOW IS A PROBLEM,2013-06-19 19:16:35.334000+00:00,1,,,,,,,2,-1,95,100,89,96,90,100,100,94,86,1
1158,1158,1550,MONN1E1A1I4I,*BERNANKE SAYS FED HASN'T SEEN MUCH INCREASE IN COMMODITY PRICES,2013-06-19 19:20:02.322000+00:00,1,,,,,,,1,0,,,,,,,,,,1
1159,1159,1588,MONKRW1A1I4J,*BERNANKE SAYS JOB GAINS INCREASED CONSUMER CONFIDENCE,2013-06-19 18:31:08.470000+00:00,1,,,,1,,2,,0,,,,,,,,,,1
1160,1160,1613,MONM851A1I4I,*BERNANKE SAYS FED `VERY CLOSE TO COMPLETING BASEL III',2013-06-19 19:02:29.837000+00:00,0,,,,,,,,,,,,,,,,,,1
1161,1161,839,MOR1AS1A1I4T,*BULLARD SAYS RISING RATES POSE A HEADWIND TO ECONOMIC GROWTH,2013-06-21 15:20:52.113000+00:00,1,,-1,1,,,,,-1,95,100,90,85,100,100,100,100,85,1
1162,1162,1574,MOWUK90E1OHM,*FISHER SAYS HE WOULD WORRY ABOUT SIGNIFICANT SPIKE IN YIELDS,2013-06-24 18:45:00.004000+00:00,1,,,,,,,,-1,,,,,,,,,,1
1163,1163,95,MOWQAO1A1I4I,*FISHER SAYS `I'VE ADVOCATED THIS FOR SOME TIME',2013-06-24 17:08:48.844000+00:00,0,,,,,,,,,90,100,100,100,100,100,100,100,100,1
1164,1164,869,MP01QP1A1I4I,*KOCHERLAKOTA SAYS RATES SHOULD RISE AS ECONOMY IMPROVES,2013-06-26 12:08:49.283000+00:00,1,,1,,,,,,1,95,100,90,85,100,100,100,100,90,1
1165,1165,781,MP21FU0PLGMU,*DUDLEY SAYS REDUCING QE BUYING WOULDN'T MEAN POLICY TIGHTENING,2013-06-27 14:00:00.022000+00:00,1,,,0,,,,,0,95,100,89,80,100,100,100,100,88,1
1167,1167,,MP256Q1A1I4I,*FED'S POWELL SAYS CURRENT DATA THIS WEEK `PRETTY GOOD',2013-06-27 15:18:26.700000+00:00,1,,1,,,,,,0,85,100,70,100,100,100,100,100,65,1
1170,1170,105,MP4GET1A1I4L,*WILLIAMS SAYS HE BACKS BERNANKE OUTLINE FOR TRIMMING QE,2013-06-28 21:16:05.328000+00:00,1,,,1,,,,,1,90,100,70,80,90,100,100,100,85,1
1171,1171,,MP3XWJ1A1I4I,*LACKER SAYS REGULATORY BURDEN HOLDING BACK SMALL BUSINESS,2013-06-28 14:36:19.566000+00:00,1,,-1,,,,-1,,-1,90,100,90,95,95,95,75,95,75,1
1173,1173,151,MPBUK50WGOIX,*POWELL SAYS CONTINUED ACCOMMODATION LIKELY FOR QUITE SOME TIME,2013-07-02 21:44:24.638000+00:00,1,,,,,,,,-2,95,100,70,70,70,100,70,70,85,1
1174,1174,437,MPB6OW0PLGJZ,*FED'S DUKE SAYS BASEL III WILL STRENGTHEN CAPITAL,2013-07-02 13:10:00.005000+00:00,0,,,,,,,,,90,100,100,100,100,100,100,100,100,1
1175,1175,,MQ2YPZ1A1I6B,*BERNANKE SAYS LONGER-TERM INFLATION EXPECTATIONS STAYED STABLE,2013-07-17 12:29:59.308000+00:00,1,,,,,,,1,0,90,100,100,100,100,100,100,85,80,1
1176,1176,1432,MPMP5F0WGOJO,*FED SAYS A FEW DEALERS SAW DETERIORATION IN AGENCY RMBS MARKET,2013-07-08 18:00:00+00:00,1,,-1,-2,,-1,,,-1,,,,,,,,,,1
1177,1177,,MPOB911A1I4I,*U.S. SEEKS TO BLOCK BERNANKE TESTIMONY IN GREENBERG'S AIG SUIT,2013-07-09 14:36:37.700000+00:00,0,,,,,,,,,95,100,100,100,100,100,100,100,100,1
1178,1178,,MQ1IRF1A1I4I,*U.S. SEEKS TO BLOCK BERNANKE TESTIMONY IN GREENBERG'S AIG SUIT,2013-07-16 17:47:39.058000+00:00,0,,,,,,,,,95,100,100,100,100,100,100,100,100,1
1179,1179,1296,MPUCLU1A1I4O,*PLOSSER SAYS `MOST IMPORTANT THING IS TO BEGIN TO UNWIND' QE,2013-07-12 20:51:30.355000+00:00,1,,,,,,,,1,,,,,,,,,,1
1180,1180,449,MPZ94Z1A1I4I,*TARULLO SAYS `TOO BIG TO FAIL IS A CONTINGENT STATUS',2013-07-15 12:24:35.542000+00:00,0,,,,,,,,,90,100,100,100,100,100,100,100,100,1
1182,1182,93,MQ2YPZ1A1I62,*BERNANKE SAYS RECOVERY IN HOUSING ACTIVITY LIKELY TO CONTINUE,2013-07-17 12:29:59.310000+00:00,1,,,,,2,,,1,90,100,70,100,70,92,100,100,75,1
1183,1183,586,MQ3CKE0PLGL0,*FED SAYS WAGE PRESSURES `GENERALLY REMAINED CONTAINED',2013-07-17 18:00:00.017000+00:00,1,,,,,,1,1,0,90,100,55,75,60,100,88,92,78,1
1184,1184,1446,MQ39W41A1I4I,*BERNANKE SAYS LAW CLEAR ON WHAT FED CAN DO ON BAILOUT QUESTION,2013-07-17 16:31:16.707000+00:00,0,,,,,,,,,,,,,,,,,,1
1185,1185,233,MQ37YG1A1I4I,*BERNANKE SAYS FED HAS MET WITH MIDDLE-MARKET BANKS,2013-07-17 15:49:28.226000+00:00,0,,,,,,,,,95,100,100,100,100,100,100,100,100,1
1186,1186,255,MQ2YPZ1A1I4M,*BERNANKE SEES HIGHLY ACCOMMODATIVE POLICY IN FORESEEABLE FUTURE,2013-07-17 12:29:59.105000+00:00,1,,,1,,,,,-2,95,100,100,85,100,100,100,100,95,1
1187,1187,,MQ34231A1I4I,*BERNANKE STARTS TESTIMONY TO HOUSE PANEL,2013-07-17 14:25:15.891000+00:00,0,,,,,,,,,100,100,100,100,100,100,100,100,100,1
1188,1188,,MQD0YW1A1I4L,*OBAMA SAID TO CONSIDER SARAH BLOOM RASKIN AS TREASURY NO. 2,2013-07-22 22:54:32.508000+00:00,0,,,,,,,,,95,100,100,100,100,100,100,100,100,1
1189,1189,,MQPE991A1I4I,*BERNANKE TESTIMONY DECISION COMES IN CLAIMS COURT LAWSUIT,2013-07-29 15:12:45.119000+00:00,0,,,,,,,,,95,100,100,100,100,100,100,100,100,1
1190,1190,284,MQ3RQX0PLGJM,*BERNANKE REITERATES FED WOULD ACT TO COMBAT TOO-LOW INFLATION,2013-07-18 14:30:00.001000+00:00,1,,,,,,,2,-1,95,100,75,80,90,100,100,95,90,1
1191,1191,1323,MQ50RN1A1I4I,*BERNANKE SEES `POTENTIALLY LENGTHY' TIME AWAITING IMPROVEMENT,2013-07-18 15:09:23.113000+00:00,1,,-2,,,,-2,,-1,,,,,,,,,,1
1192,1192,,MQTF1N0YHQ0Y,*GROUP OF HOUSE DEMOCRATS URGE OBAMA TO PICK YELLEN FOR FED JOB,2013-07-31 19:20:11.137000+00:00,0,,,,,,,,,95,100,100,100,100,100,100,100,100,1
1193,1193,,MQTHZB0YHQ0Y,*OBAMA SAYS HE WILL NAME RASKIN AS DEPUTY TREASURY SECRETARY,2013-07-31 20:23:35.184000+00:00,0,,,,,,,,,100,100,100,100,100,100,100,100,100,1
1199,1199,,MRJG0A1A1I4O,*BULLARD SAYS CONSIDERING QE FUTURE IS `DATA DEPENDENT PROCESS',2013-08-14 20:38:34.201000+00:00,1,,,,,,,,0,90,100,100,100,100,100,100,100,80,1
1200,1200,455,MR2I9X1A1I4Q,*FISHER SAYS CHAIRMAN BERNANKE HAS SET A `VERY HIGH STANDARD',2013-08-05 17:08:21.897000+00:00,0,,,,,,,,,90,100,100,100,100,100,100,100,100,1
1201,1201,32,MR2I9X1A1I4R,*FISHER: FED SHOULD START DIALING BACK PURCHASES IN SEPTEMBER,2013-08-05 17:08:21.900000+00:00,1,,,1,,,,,2,90,100,60,75,70,70,70,70,85,1
1202,1202,,MR690B2F37K2,*FED'S PIANALTO SEES `MEANINGFUL IMPROVEMENT' IN LABOR MARKET,2013-08-07 17:39:40.518000+00:00,1,,,,,,2,,1,90,100,100,100,100,100,85,100,75,1
1203,1203,130,MR8AYS1A1I4I,*FED'S FISHER SAYS HE'LL ADVOCATE DIALING BACK DEPENDING ON DATA,2013-08-08 20:16:04.811000+00:00,1,,,1,,,,,1,90,100,50,65,100,100,70,80,85,1
1204,1204,,MR88DO1A1I4I,*BERNANKE SAYS PIANALTO'S INSIGHTS WILL BE MISSED,2013-08-08 19:20:12.510000+00:00,0,,,,,,,,,100,100,100,100,100,100,100,100,100,1
1205,1205,,MRN6LN1A1I4I,*U.S. SEEKS TO APPEAL RULING REQUIRING BERNANKE TESTIMONY,2013-08-16 21:05:47.300000+00:00,0,,,,,,,,,95,100,100,100,100,100,100,100,100,1
1206,1206,245,MRJ05D0PLGJS,*FED SAYS CONSUMER INDEBTEDNESS FELL $78 BLN TO $11.15 TLN,2013-08-14 15:00:00.010000+00:00,0,,0,,1,,,,,90,100,75,80,90,80,100,100,70,1
1207,1207,1264,MRJ8C11A1I4I,*BULLARD SAYS JAPAN IS `ABSOLUTELY' TAKING POLICY RISKS,2013-08-14 17:52:49.296000+00:00,0,-2,,,,,,,,,,,,,,,,,1
1208,1208,,MRW8301A1I4I,*FED SAYS IT WILL ASK APPEALS COURT TO KEEP FEE CAP IN PLACE,2013-08-21 18:16:12.678000+00:00,0,,,,,,,,,90,100,100,100,100,100,100,100,100,1
1209,1209,1158,MRKN5Y0WGOJ2,*BULLARD SAYS BELOW-TARGET INFLATION WARRANTS FED STIMULUS,2013-08-15 12:15:00+00:00,1,,,,,,,-1,-2,95,100,100,100,100,100,100,90,85,1
1210,1210,,MRZG8V1A1I4J,*LOCKHART SAYS HE CAN'T ANTICIPATE WHAT FOMC WILL DO IN SEPT.,2013-08-23 12:05:19.584000+00:00,0,,,,,,,,,95,100,100,100,100,100,100,100,100,1
1211,1211,,MRYSHM1A1I4I,"*FED TAPER TALK LIKELY LINKED TO BERNANKE TERM END, MATHER SAYS",2013-08-23 03:32:10.486000+00:00,0,,,,,,,,,90,100,100,100,100,100,100,100,100,1
1212,1212,1455,MRS7CF0WGOKG,*FED SAYS BANKS NEED TO IMPROVE `GOVERNANCE' OF CAPITAL PLANNING,2013-08-19 15:00:00.009000+00:00,0,,,,,,,,,,,,,,,,,,1
1213,1213,,MS050I1A1I4J,*FOX BUSINESS NETWORK RELEASES EXCERPTS OF BULLARD INTERVIEW,2013-08-23 21:00:18.259000+00:00,0,,,,,,,,,100,100,100,100,100,100,100,100,100,1
1219,1219,,MSM48G0WGOI2,*FED SAYS EIGHT OF 12 DISTRICT BANKS REPORTED MODERATE GROWTH,2013-09-04 18:00:00.017000+00:00,1,,1,,,,,,0,90,100,80,100,100,100,100,100,80,1
1220,1220,693,MSMI170WGOJA,*KOCHERLAKOTA SAYS FED FORECASTS SUGGEST NEED FOR MORE STIMULUS,2013-09-05 00:00:00.001000+00:00,1,,-1,-1,,,,,-2,95,100,85,80,100,100,100,100,90,1
1221,1221,,MSO6NW1A1I4I,*FORMER FDIC CHAIR SHEILA BAIR SUPPORTS YELLEN FOR FED: CNBC,2013-09-05 20:38:20.396000+00:00,0,,,,,,,,,95,100,100,100,100,100,100,100,100,1
1222,1222,,MTDITG1A1I4R,"*JPMORGAN TO PAY TOTAL $920 MLN FOR WHALE SETTLEMENT, FED SAYS",2013-09-19 13:00:52.487000+00:00,0,,,,,,,,,95,100,100,100,100,100,100,100,100,1
1223,1223,1127,MSPGPU1A1I50,*EVANS SAYS QE DOESN'T RAISE CONCERN ABOUT ASSET PRICE BUBBLES,2013-09-06 13:13:06.928000+00:00,1,,,1,,,,,0,90,100,100,85,100,100,100,100,80,1
1224,1224,,MTR1VY1A1I4I,"*SEN. DURBIN, D-ILL., WOULD BET YELLEN IS NOMINATED FED CHAIRMAN",2013-09-26 20:21:34.045000+00:00,0,,,,,,,,,95,100,100,100,100,100,100,100,100,1
1225,1225,149,MT7YHM1A1I4I,*LAZEAR SAYS YELLEN WOULD BRING `PREDICTABILITY' TO FED,2013-09-16 12:53:46.411000+00:00,0,,,,,,,,,90,100,100,100,100,100,100,100,100,1
1226,1226,16,MTC3U81A1I4I,*BERNANKE REITERATES ASSET PURCHASES NOT ON PRESET COURSE,2013-09-18 18:39:44.980000+00:00,1,,0,1,,,,,-1,90,100,60,70,100,100,100,100,75,1
1227,1227,1735,MTE2OW1A1I4I,*GROSS SAYS BY NEXT WEEK WILL BE 95% SURE YELLEN TO BE FED HEAD,2013-09-19 20:10:08.577000+00:00,0,,,,,,,,,,,,,,,,,,1
1228,1228,25,MTE2G61A1I4K,*GROSS SAYS JANET YELLEN IS LEFT OF BERNANKE IN TERMS OF POLICY,2013-09-19 20:04:54.345000+00:00,0,,,,,,,,,90,100,85,80,90,100,80,70,85,1
1231,1231,1511,MTL0580D9L36,*LOCKHART SAYS HE EMPHASIZES NET JOB CREATION,2013-09-23 13:58:20.145000+00:00,1,,,,,,-1,,0,,,,,,,,,,1
1232,1232,286,MTMKH01A1I4I,"*FED'S DUDLEY SAYS TAPER POSSIBLE THIS YEAR, DATA DEPENDENT",2013-09-24 10:15:00.558000+00:00,1,,1,1,,,,,1,95,100,75,85,100,100,100,100,80,1
1233,1233,435,MTMUKM1A1I4I,*MEYER SAYS `MOST OF THE TIME' BERNANKE GETS HIS WAY ON POLICY,2013-09-24 13:53:10.845000+00:00,0,,,,,,,,,90,100,100,100,100,100,100,100,100,1
1234,1234,738,MTQ2MJ1A1I4I,*FED'S LACKER SAYS SUPPORTS `NARROW APPROACH' TO CENTRAL BANKING,2013-09-26 07:39:55.523000+00:00,0,,,,,,,,,95,100,100,100,100,100,100,100,100,1
1235,1235,1383,MTQOQ40PLGSZ,*KOCHERLAKOTA SAYS FED MUST DO `WHATEVER IT TAKES' TO AID GROWTH,2013-09-26 16:25:00+00:00,1,,-2,,,,,,-2,,,,,,,,,,1
1238,1238,907,MTS26W0VOLA5,*FED'S EVANS SAYS UNEMPLOYMENT UNACCEPTABLY HIGH,2013-09-27 09:30:00.002000+00:00,1,,-1,,,,-2,,-1,95,100,90,100,100,100,100,100,85,1
1239,1239,,MUDH3R6K50YE,*WHITE HOUSE OFFICIAL SAYS OBAMA TO ANNOUNCE YELLEN AT 3 P.M.,2013-10-08 22:57:27.301000+00:00,0,,,,,,,,,95,100,100,100,100,100,100,100,100,1
1240,1240,347,MU5O4I6KLVRG,*LACKER SAYS WASHINGTON GRIDLOCK REFLECTS NATION'S DIVERSE VIEWS,2013-10-04 17:48:18.249000+00:00,0,,,,,,,,,90,100,100,100,100,100,100,100,100,1
1241,1241,365,MU5A0N6KLVRP,*FISHER SAYS `NO ONE HAS CONFIDENCE' IN THE FEDERAL GOVERNMENT,2013-10-04 12:43:35.351000+00:00,0,,,,,,,,,90,100,100,100,100,100,100,100,100,1
1243,1243,,MUET0G6JIJUS,*SEN. SESSIONS SAYS HE WILL `RIGOROUSLY SCRUTINZE' YELLEN,2013-10-09 16:12:16.215000+00:00,0,,,,,,,,,95,100,100,100,100,100,100,100,100,1
1244,1244,622,MUF1RK6JIJV1,*OBAMA SAYS YELLEN HAS `KEEN UNDERSTANDING' OF MARKETS,2013-10-09 19:21:20.354000+00:00,0,,,,,,,,,90,100,100,100,100,100,100,100,100,1
1245,1245,1622,MUERGH6VDKIB,*SEN. BOXER SAYS SHE SUPPORTS JANET YELLEN FOR FED CHAIR,2013-10-09 15:38:41.361000+00:00,0,,,,,,,,,,,,,,,,,,1
1246,1246,1758,MUF1XP6JIJVE,"*YELLEN SAYS SHE WILL PROMOTE MAXIMUM EMPLOYMENT, STABLE PRICES",2013-10-09 19:25:01.910000+00:00,1,,-2,,,,-2,1,0,,,,,,,,,,1
1247,1247,52,MUF4RX0H61X1,*FED SAYS WILL ANNOUNCE NEW DATA SCHEDULE WHEN GOVT REOPENS,2013-10-09 20:30:00.002000+00:00,0,,,,,,,,,95,100,100,100,100,100,100,100,100,1
